tokens,token_label,case,case_label,status,valid_rows,padded_rows,down_ms,gate_up_ms,total_ms,speed_vs_sonic,total_valid_tflops,gpu_memory_peak_gb,gpu_memory_peak_bytes,down_deepseek_calc_diff,gate_up_deepseek_calc_diff,max_deepseek_calc_diff,correctness_status,run_dir,results_json,summary_json,log_path,error_log_path,error_tail
4096,4k,sonic_bf16,Sonic BF16,ok,32768,32768,0.248173291015625,0.6690473307291667,1.0076747721354167,1.0,306.8823928743182,0.65235456,652354560,7.4494762580812335e-09,2.4851515290080783e-09,7.4494762580812335e-09,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_4k_sonic_bf16,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_4k_sonic_bf16/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_4k_sonic_bf16/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_4k_sonic_bf16/run.log,,
4096,4k,custom_cute_fp8_bf16_out,Custom CuTe FP8 BF16-out,ok,32768,32768,0.24928976236979167,0.46071027018229166,0.7099000651041667,1.4194600362341934,435.6072925090156,0.811738112,811738112,2.5619659027587005e-07,2.3149737560235195e-07,2.5619659027587005e-07,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_4k_custom_cute_fp8_bf16_out,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_4k_custom_cute_fp8_bf16_out/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_4k_custom_cute_fp8_bf16_out/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_4k_custom_cute_fp8_bf16_out/run.log,,
8192,8k,sonic_bf16,Sonic BF16,ok,65536,65536,0.487140966796875,0.96615,1.4533271158854166,1.0,425.55821319497204,1.164194816,1164194816,4.971302258738319e-09,3.974286055807852e-08,3.974286055807852e-08,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_8k_sonic_bf16,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_8k_sonic_bf16/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_8k_sonic_bf16/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_8k_sonic_bf16/run.log,,
8192,8k,custom_cute_fp8_bf16_out,Custom CuTe FP8 BF16-out,ok,65536,65536,0.46878059895833335,0.9033187825520833,1.3715105794270834,1.0596543239881606,450.9446007207277,1.481126912,1481126912,2.2656625475736547e-07,2.413392463651576e-07,2.413392463651576e-07,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_8k_custom_cute_fp8_bf16_out,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_8k_custom_cute_fp8_bf16_out/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_8k_custom_cute_fp8_bf16_out/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_8k_custom_cute_fp8_bf16_out/run.log,,
16384,16k,sonic_bf16,Sonic BF16,ok,131072,131072,1.1191154622395834,2.751655989583333,4.037693619791667,1.0,306.3507778759655,2.187875328,2187875328,4.720454604978386e-08,6.204018632161024e-08,6.204018632161024e-08,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_16k_sonic_bf16,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_16k_sonic_bf16/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_16k_sonic_bf16/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_16k_sonic_bf16/run.log,,
16384,16k,custom_cute_fp8_bf16_out,Custom CuTe FP8 BF16-out,ok,131072,131072,0.9031595052083333,1.7616197265625,2.654269921875,1.521206862390018,466.02290560343874,2.819904512,2819904512,2.339092903813622e-07,2.3613971189551108e-07,2.3613971189551108e-07,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_16k_custom_cute_fp8_bf16_out,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_16k_custom_cute_fp8_bf16_out/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_16k_custom_cute_fp8_bf16_out/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_16k_custom_cute_fp8_bf16_out/run.log,,
32768,32k,sonic_bf16,Sonic BF16,ok,262144,262144,2.6489531901041667,5.7379929687499995,8.29625078125,1.0,298.19507964816563,4.235236352,4235236352,8.940896623066408e-08,7.450445815848639e-08,8.940896623066408e-08,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_32k_sonic_bf16,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_32k_sonic_bf16/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_32k_sonic_bf16/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_32k_sonic_bf16/run.log,,
32768,32k,custom_cute_fp8_bf16_out,Custom CuTe FP8 BF16-out,ok,262144,262144,1.7633748697916667,3.477219401041667,5.22192734375,1.5887334761904692,473.75250547232395,5.497459712,5497459712,2.2140671085413288e-07,2.387956431482152e-07,2.387956431482152e-07,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_32k_custom_cute_fp8_bf16_out,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_32k_custom_cute_fp8_bf16_out/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_32k_custom_cute_fp8_bf16_out/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/qwen3_30b/ep16/balanced/sonic_custom/tokens_32k_custom_cute_fp8_bf16_out/run.log,,
