tokens,token_label,case,case_label,status,valid_rows,padded_rows,down_ms,gate_up_ms,total_ms,speed_vs_sonic,total_valid_tflops,gpu_memory_peak_gb,gpu_memory_peak_bytes,down_deepseek_calc_diff,gate_up_deepseek_calc_diff,max_deepseek_calc_diff,correctness_status,run_dir,results_json,summary_json,log_path,error_log_path,error_tail
4096,4k,sonic_bf16,Sonic BF16,ok,32768,34048,3.0961409505208333,6.6262966145833335,9.9856078125,1.0,289.0377908993209,3.717590016,3717590016,1.7895006143575642e-08,1.8362184106557322e-08,1.8362184106557322e-08,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_4k_sonic_bf16,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_4k_sonic_bf16/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_4k_sonic_bf16/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_4k_sonic_bf16/run.log,,
4096,4k,custom_cute_fp8_bf16_out,Custom CuTe FP8 BF16-out,ok,32768,34048,2.1306891927083336,4.24066328125,6.369694661458333,1.5676744872750004,453.1171706511916,3.923151872,3923151872,2.4008611454462425e-07,2.418477504928518e-07,2.418477504928518e-07,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_4k_custom_cute_fp8_bf16_out,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_4k_custom_cute_fp8_bf16_out/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_4k_custom_cute_fp8_bf16_out/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_4k_custom_cute_fp8_bf16_out/run.log,,
8192,8k,sonic_bf16,Sonic BF16,ok,65536,66432,6.364594791666667,13.397257291666666,20.000124479166665,1.0,288.6200059323089,5.692210176,5692210176,2.7008993042088036e-08,3.7958023058060064e-08,3.7958023058060064e-08,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_8k_sonic_bf16,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_8k_sonic_bf16/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_8k_sonic_bf16/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_8k_sonic_bf16/run.log,,
8192,8k,custom_cute_fp8_bf16_out,Custom CuTe FP8 BF16-out,ok,65536,66432,4.028008723958333,8.075736979166667,12.102165885416667,1.6526070348504462,476.9754522023113,6.06647808,6066478080,2.3768616941310938e-07,2.362539572864364e-07,2.3768616941310938e-07,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_8k_custom_cute_fp8_bf16_out,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_8k_custom_cute_fp8_bf16_out/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_8k_custom_cute_fp8_bf16_out/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_8k_custom_cute_fp8_bf16_out/run.log,,
16384,16k,sonic_bf16,Sonic BF16,ok,131072,132096,12.873115364583333,24.986381770833333,39.982704166666664,1.0,288.74665514177224,9.63139072,9631390720,6.32708133663229e-08,6.87856314129931e-08,6.87856314129931e-08,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_16k_sonic_bf16,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_16k_sonic_bf16/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_16k_sonic_bf16/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_16k_sonic_bf16/run.log,,
16384,16k,custom_cute_fp8_bf16_out,Custom CuTe FP8 BF16-out,ok,131072,132096,8.314607291666666,16.320797916666667,24.473258333333334,1.633730319930836,471.7341652837263,10.374175744,10374175744,2.3031166562770267e-07,2.381854852240295e-07,2.381854852240295e-07,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_16k_custom_cute_fp8_bf16_out,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_16k_custom_cute_fp8_bf16_out/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_16k_custom_cute_fp8_bf16_out/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_16k_custom_cute_fp8_bf16_out/run.log,,
32768,32k,sonic_bf16,Sonic BF16,ok,262144,263168,24.302780208333335,53.78984166666667,79.899325,1.0,288.98547244668214,17.531685888,17531685888,1.3741240567632929e-07,1.361280994593983e-07,1.3741240567632929e-07,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_32k_sonic_bf16,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_32k_sonic_bf16/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_32k_sonic_bf16/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_32k_sonic_bf16/run.log,,
32768,32k,custom_cute_fp8_bf16_out,Custom CuTe FP8 BF16-out,ok,262144,263168,17.242726041666668,32.600352083333334,49.81897395833333,1.6037930662085638,463.4728969449948,18.981100544,18981100544,2.2477430927647646e-07,2.416242338432184e-07,2.416242338432184e-07,deepseek_calc_diff_ok,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_32k_custom_cute_fp8_bf16_out,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_32k_custom_cute_fp8_bf16_out/results.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_32k_custom_cute_fp8_bf16_out/summary.json,artifacts/sm90_fp8_wgrad_matrix_full_20260629T100608Z/deepseek_v3/ep16/skewed/sonic_custom/tokens_32k_custom_cute_fp8_bf16_out/run.log,,
